NIT,NOMBRE,CALIFICACION_PROMEDIO
31392679,"Clark, Nelson and Davidson",5
42326649,"Church, Lynn and Andrews",5
56630831,Gillespie-Johnson,2
92048690,"Espinoza, Davis and Patterson",2
62641074,"Cook, Cowan and Phillips",2
83542527,Young-Davis,1
55341035,Cummings Inc,4
24641449,"Ward, Montoya and Fuller",4
60390349,Bush Ltd,2
96045121,"Haynes, Bond and Crosby",3
90759277,Sanchez LLC,3
23293045,"Taylor, Brown and Johnson",4
36413126,Mccarty Ltd,2
25850277,Wyatt-Mooney,3
67766253,"Harper, Ortega and Juarez",2
81423194,Smith Group,1
97740322,Wright-Frazier,1
94972597,Mendoza Inc,2
03436493,Johnson-Ellis,2
26415222,"Bryant, Powell and Adams",4
24633741,"Wolf, Rose and Sellers",5
15974150,Davis-Lynn,3
52428524,"Delgado, Kim and Weiss",1
71793979,Parker-Koch,4
83536649,"Bentley, Harding and Thomas",4
33296357,"Buchanan, Macdonald and Lane",2
46822857,Garrett PLC,1
51260163,Davis-Cole,4
58178256,Flores-Joseph,4
56231977,Cooper-Keller,1
35062912,Hunter-Castillo,4
16763388,Kim-Wagner,5
31274593,"Collins, Gentry and Hendricks",3
48051484,"Fowler, Burns and Harrell",5
25515886,"Charles, George and Acosta",5
79697293,"King, Nichols and Key",2
39963772,"Rodriguez, Miller and Fitzgerald",5
43764846,Nguyen LLC,1
97219781,Holmes-Franco,1
61924963,Phillips-Taylor,5
38838095,"Pacheco, Buchanan and Holland",2
97686941,Holder-Higgins,5
19209029,Lee LLC,1
69935701,Rowland Group,2
32085228,Martin-Sosa,1
30822092,"Williams, Pierce and Adams",4
09769304,Wells and Sons,1
34609521,Cox PLC,2
51002237,Wang LLC,1
34462300,Diaz Inc,4
38948565,Pearson-Morales,3
75354473,"Caldwell, Crosby and Edwards",3
75366094,Vazquez LLC,3
67460106,Murphy PLC,5
62214780,"King, Smith and Mccullough",4
30231788,"Mendoza, Schmitt and Jones",3
13939588,Murphy PLC,1
85336155,Mullen LLC,1
02197241,Jordan and Sons,1
44643850,Ortega-Davis,1
40645179,Lambert-Nguyen,4
36095513,David-Cruz,5
08785237,Clark-Reyes,2
12671533,Norman-Johnson,2
34250372,Cole-Arnold,2
10958001,Watson-Smith,2
56435139,Nguyen-Cruz,3
77162762,"Young, Johnson and Mcdonald",3
80799306,"Mitchell, Morgan and Robles",5
79624756,"Malone, Rodriguez and Banks",3
38928031,Hobbs LLC,2
96899465,Scott Inc,3
81803040,Lopez-Cross,3
83326479,Collins LLC,2
67129096,Livingston PLC,3
37838058,"Meyers, Kramer and Williams",4
85158016,Kim and Sons,4
25834338,"Matthews, Drake and Bailey",3
79205245,Mata-Clark,4
16316836,Jacobson LLC,1
61331273,Neal-Lopez,5
37519704,Cobb Ltd,2
42599883,Horne-Kennedy,4
63831481,Rogers Ltd,5
28207825,Yates PLC,2
62165488,Anderson-Roberts,4
58653937,Richmond Group,5
99429379,Stewart-Clark,2
67081417,Turner-Klein,1
50244904,Hebert-Rush,5
22454874,"Richard, Strong and Wright",2
25035148,"Snyder, Brown and Callahan",1
81398928,Mayer-Barnes,1
44172510,Williams-Wolf,1
74530656,"Brock, Wilson and Wilson",4
75313197,Woods-James,2
52238147,Escobar-Ramsey,2
20346812,"Lin, Hill and Estrada",1
86039987,Turner PLC,2
52463969,Reed-Robinson,1
85918474,"Watson, Perkins and Patel",2
53529381,Frye PLC,2
42129639,"Henson, Thompson and Little",1
58371473,"Smith, Jackson and Bonilla",2
42536932,Murillo and Sons,5
88687490,Wright Inc,4
81520053,"Lopez, Davis and Cameron",3
50587384,"Newman, Cross and Humphrey",4
72075487,Wilson LLC,4
44831943,Sheppard Group,3
25116755,Alexander-Williams,2
88320830,Davis PLC,5
14675201,Baldwin LLC,4
90743993,Smith PLC,1
94127898,Short Group,5
45554544,Lewis LLC,4
31892247,Duran-Moore,3
90746413,Jones Group,2
03626054,"Williams, Turner and Weber",3
46509116,Johnson-Turner,3
14387432,Mcclain-Porter,5
88945583,Scott PLC,4
34575772,Castro-Phillips,2
28309550,"Fitzgerald, Hill and Chapman",3
26290966,"Smith, Barrera and Snow",2
59498100,Robinson Group,1
42627036,Mason LLC,1
14601507,"King, Hunter and Garcia",2
37180423,Mercer Inc,5
45316500,Acosta-Huynh,3
64900612,Grant Ltd,1
46568649,"Chandler, Koch and Griffin",3
50919314,Weaver-Gonzalez,5
08839329,Gilbert-Anderson,2
80321767,Baker-Bryant,2
62619677,Mendoza-Ball,1
33479941,"Mayer, Snow and Jones",5
25118797,"Salas, Chambers and Woods",1
50336401,Harris LLC,1
94871463,Jones and Sons,5
21708275,Mullins LLC,5
79443951,Holmes Group,1
12028153,Herrera-Gray,2
93308540,Gonzalez and Sons,3
60264770,Sellers Inc,3
52938641,Blankenship Ltd,3
29984732,Smith-Francis,4
24605984,"Flores, Fuller and Potter",2
33624099,Wilson-Rodriguez,1
70881349,"Boyd, Hawkins and Yates",4
05586493,"Johnson, Miller and Anderson",3
23372658,Russell Group,4
60138347,Bennett and Sons,5
15050663,Lawrence-Castillo,3
85566217,Salinas LLC,4
21105715,Lee and Sons,2
88992402,Conrad-Miller,3
01236903,Palmer PLC,1
84416582,"Robbins, Powers and Williams",4
96048405,"Duncan, Chaney and Michael",3
39154750,"Arias, Richardson and Barrett",4
65749128,Brown Inc,5
07095245,Harris Inc,2
62857369,Larson-Martin,3
43122394,"Carter, Jones and Cooke",3
98265848,"Mueller, Stone and Diaz",4
13098209,"Edwards, Stone and Landry",2
54898530,Harris PLC,1
40818153,Harvey and Sons,5
18878486,Caldwell-Cross,3
34833537,"George, Russell and Perry",4
50750863,"Chapman, Allen and Young",5
60239488,"Salazar, Pope and Barker",4
36694518,Mooney-Guzman,3
33419527,"Flynn, Lutz and Ross",2
54950924,"Roberts, Smith and Bryan",2
00729307,Boone-Henderson,3
99176778,Robinson Ltd,3
25820881,Miller LLC,1
54094574,Evans LLC,2
43041534,Powell LLC,4
09145061,Brewer Inc,4
90958755,Jordan LLC,3
11396680,"Frank, Riley and Williams",3
81325351,Gill-Dodson,5
31354172,Thomas Group,2
25173925,Garcia PLC,4
33084237,Holmes Ltd,1
93555142,"Shah, Green and Wiggins",3
91746085,Cherry-Shaw,4
04493778,Ford-Flores,4
89671320,"Johnson, Avila and Dixon",3
86105309,Moore Ltd,5
89295120,Berg-Evans,5
96443408,Long Ltd,4
14012310,Moreno-Davis,2
58936603,Robinson-Jones,3
15923714,Maynard and Sons,2
72003275,Harris-Chaney,5
19645292,"Martinez, Park and Thompson",3
49255584,Garza-Hunter,4
30976061,Gomez-Johnson,2
74152391,"Castillo, Nash and Patel",3
67035175,Green PLC,3
18963694,"Payne, Hawkins and Carr",2
74256969,Baker-Schultz,1
67257935,"Kennedy, Gonzalez and Smith",3
32412598,Harper LLC,3
55295253,"Miller, Cooper and Mitchell",1
56996517,"Bennett, Wallace and Harris",5
77327659,"Ramirez, Hale and Cabrera",4
36593569,"Underwood, Stewart and Hall",3
78369351,Perkins-Andrews,5
23131033,Allen-Foster,2
85145856,Boyd Group,1
42148159,Wilcox LLC,5
85282759,"Valentine, Sampson and Duncan",1
42837107,"Diaz, Flores and Perez",5
52825606,"Humphrey, Johnson and Hall",2
78776647,Stewart-Lyons,5
84175380,Humphrey and Sons,1
76690136,"Shepherd, Hart and Turner",5
75924133,"Nelson, Daniel and Flores",3
76603501,"Wolf, Joseph and Carroll",4
29745791,Davis-Carr,2
87774535,Ramirez-Wolfe,1
23242180,Callahan and Sons,1
18717976,Allen-Montoya,3
89185025,"Blackwell, Daniel and Parker",2
42081524,"Smith, Le and Frank",2
52432521,Townsend-Elliott,2
13041618,Wilson Ltd,3
59761013,Goodwin Inc,1
50727919,Garcia Inc,3
01683615,"Harper, Fuentes and Krause",5
14518539,Giles Ltd,4
87845983,Fry Ltd,2
67465996,Vang-Coleman,4
21989469,Butler-Thompson,3
16018921,Lopez-Ibarra,4
74564262,"Bennett, Koch and Flores",4
88871219,"Cantu, Russell and Ritter",4
63430363,Davis Ltd,1
83035944,Watson-Hart,1
93956161,Davidson-Good,4
64338866,Brown-Mitchell,4
66199298,Kennedy Inc,3
42766353,Roy PLC,3
84142092,Smith LLC,5
98948956,Carrillo-Mitchell,3
56362220,Carson-Cunningham,2
27837221,Mclaughlin and Sons,1
08969590,Lewis-Ho,2
59123521,"Wagner, Smith and Pittman",5
42888789,Diaz-George,4
65100660,Fuller Inc,1
70253450,Cervantes-Roberts,2
80941392,Lewis Ltd,4
22157447,Meyer-Ingram,2
80612902,Phillips Group,4
32954098,Harris-Jones,5
72297414,"Harrison, Atkins and Bell",5
72960455,"Newton, Fernandez and Walker",4
38824661,Daniels-Boyd,5
73117032,Newton PLC,2
67686582,"Collins, Jackson and Garcia",5
74719525,Wyatt-Washington,5
86391689,Erickson-Vargas,1
06530372,"Barnett, Maldonado and Wade",3
47477940,Maldonado-Peterson,1
82848309,Tanner-Smith,4
81918065,Cowan-Evans,3
57288932,Clark-Fleming,2
66476948,Harris Group,4
52530883,"Wilson, Evans and Pena",2
43585359,Jennings-Daniels,2
71037073,Morgan-Cohen,3
66114437,White-Vazquez,2
22152138,"Moore, Hicks and Herrera",1
35537533,Jackson-Smith,3
84026347,"Warner, Parsons and Wiggins",5
92317468,Austin-Dominguez,3
02908403,Jenkins PLC,4
33381978,"Gordon, Hill and Simon",1
81020157,"Sullivan, Kelly and Paul",4
71990873,Jenkins LLC,2
02415451,Byrd-Vargas,1
82263447,Finley-Walter,1
70792584,Russo-Chase,3
42100669,Torres Group,1
02888576,"Fox, Vincent and Cain",5
31587051,Aguilar-Ross,4
30550391,Brown-Smith,3
09892286,Orozco Ltd,3
31178174,Craig-Campbell,1
63653625,"Fitzgerald, Johnson and Becker",5
77559043,"Scott, Weaver and Davis",1
01931136,Rojas PLC,2
12856824,"Oliver, Smith and Vang",3
44392833,"Hodge, Dunlap and Hodges",5
86173438,Nolan Ltd,1
37086145,Bradley Ltd,5
88642154,"Walker, Burns and Campbell",1
75658656,Taylor LLC,4
17842532,"Cox, Fry and King",4
18978650,Cole and Sons,5
94581980,Alexander-Berger,3
80328285,Hughes-Chavez,3
76884399,"Mendez, Clarke and Stephens",3
30796706,Horn-Little,1
84780966,Wilson Ltd,3
66785972,"Stewart, Herrera and James",3
54322240,Hodges LLC,5
25651317,Moore-Riddle,1
90876714,"Murphy, Hood and Moran",2
02323954,"Alvarado, Curtis and Haynes",3
98194469,Owens-Ross,1
56071283,Murphy-Jacobs,4
33103921,"Rodriguez, Waters and Salinas",3
02258195,Edwards-Thomas,4
78195264,Nash Inc,1
12295142,Williams Ltd,4
56799514,"Wyatt, Reed and Knox",2
37039783,Kelly Ltd,1
70957785,Williamson-Cooke,1
54009752,"Rios, Garcia and Meza",5
79248662,Nunez-Miller,4
43484591,Jones-Rojas,2
67890118,"Russell, Hernandez and Silva",3
59150718,Perez and Sons,3
29725151,Turner-Williams,1
95909882,Rojas-Alexander,3
38642098,Dean Group,5
36242184,Lopez Ltd,5
78052017,"Noble, Pearson and Nguyen",2
17900362,Wong Ltd,3
17683210,Wilson-Osborne,3
42545651,Mcclain LLC,5
00011532,"Valenzuela, Martinez and Shannon",4
74399345,"Anderson, Wilson and Ferguson",1
98643936,Myers-Novak,5
22758323,"Cox, Davis and Powell",5
71834252,Adams Group,4
05009572,Mueller and Sons,5
88948751,Bullock-Garcia,1
35831068,Owen-Brewer,1
42776147,Carlson-Thomas,4
46041654,Martinez Group,4
76784552,Nelson PLC,2
93850193,Brown Ltd,1
35740780,Mendoza PLC,2
61735699,"Vasquez, Johnson and Lewis",3
54122628,Barnes-Kim,1
68315832,Bailey LLC,4
96026038,Park-Robinson,2
02980874,Allison-Johnson,2
17849845,Anderson-Dixon,2
53406200,"Wilson, Mosley and Kelly",5
44217938,Mccormick-Green,1
19444857,Bradford Group,4
42776345,Huff-Reid,3
39298164,"King, Shaffer and Johnson",4
96797259,Gonzalez and Sons,5
49861846,Henderson-Johnson,2
35044376,Wade Ltd,4
40032108,Orr LLC,5
29586516,"Navarro, Gonzalez and Walker",4
70841527,Taylor-Glover,3
33525150,"Miller, Ward and Cantrell",3
91385703,Sanders-Chase,4
52331817,"Espinoza, Moore and Hicks",1
85358416,Fields-Ramirez,5
06591724,Bishop-Cook,4
18981162,Love Inc,1
77463685,Lane and Sons,2
72679777,"Bullock, Ayers and Tanner",3
28042907,"Castro, Graham and Smith",3
42614418,"Boyle, Frey and Brown",4
41760697,"Thomas, Christensen and Tyler",2
47766549,Brown-Dawson,1
88418605,Walker and Sons,5
00626002,Parker Group,3
28193500,"Andrews, Medina and Clark",4
54503359,"Cabrera, Jones and Herrera",4
47017955,Rhodes-Pratt,3
65599457,Love Group,3
31256308,James LLC,2
48236584,"Miller, Knight and Wong",4
03923405,Keith-Schmidt,4
89160787,Brooks-Robertson,1
99615284,"White, Ward and Rowe",4
93971935,"Barr, White and Nelson",5
45980046,Burns-Mayer,4
03192368,"Price, Wright and Vazquez",4
54336728,"Sawyer, Christian and Garrett",5
38633263,"Hunter, Smith and Rivera",2
98643271,"Villa, Love and Williams",3
12065608,Valencia LLC,4
87255430,Mccarthy-Golden,5
30530089,Martinez LLC,3
46291967,Williams and Sons,1
52110238,"Bailey, Ward and Alexander",5
82937522,Rodriguez PLC,1
87029635,Castillo and Sons,5
25449815,Wells PLC,2
31481298,Norris-Marshall,4
64836577,Davis-Harper,3
39692818,"Perez, Scott and Coffey",2
27743911,Thomas PLC,5
27967683,Becker-Brewer,4
69794865,Bates PLC,1
44253653,"Hernandez, Reyes and Graham",1
90924262,"Santos, Brown and Rogers",2
58219720,Ashley Inc,2
78661677,Kline-Sanchez,2
11537090,Wilson-Mitchell,2
27097427,Barnes-Summers,1
64941844,Huffman-Holmes,5
91688170,Jones-Thomas,3
30997578,Velez and Sons,4
78137103,Henderson-Patton,3
58112779,Henderson-Green,1
75801328,Johnson PLC,5
44865900,Montgomery-Nelson,3
04508700,Burns-Gregory,3
44906160,"York, Smith and Edwards",4
97578574,Johnson PLC,4
18751581,Lang Group,1
65780831,"Wang, Reilly and Anderson",1
94102611,Smith and Sons,3
48336598,Benton-Olson,4
03544587,Stevens and Sons,3
60168764,Estrada-Butler,1
27217672,Shannon-Dunn,3
90814341,Turner Group,5
29834440,West-Wood,5
97550440,Torres Inc,5
79739566,Shah LLC,2
55424653,"Roman, Charles and Thomas",3
17927536,Williams-Paul,1
07180033,Robles Group,2
60376763,Frazier Ltd,1
97870722,Mason and Sons,2
58840184,Vincent-Thornton,4
52131233,"Collins, Brown and Martinez",3
21999000,Howard LLC,2
37656577,Williams-Walters,2
51624378,Johnson Inc,4
95431581,"Rogers, Torres and Snyder",3
09722798,Cardenas-Thomas,2
28559214,"Thomas, Brown and Cooper",5
39211293,"Ayala, Williams and Taylor",1
62705738,"Steele, Mcbride and Lewis",5
08826022,Hudson LLC,2
54422469,Smith-Mack,2
65363348,Lin-Rodriguez,1
15278951,Potts LLC,3
00064255,"Evans, Sims and Richardson",5
56582505,Moore LLC,5
79563901,Fields Group,5
27959619,"Gomez, Johnson and Page",4
12723195,Barber LLC,5
27091357,Berg-Scott,4
14869082,Burns-Young,4
44819811,Jackson-Kirk,4
55401401,"Gilbert, Chandler and White",1
54553897,Rivera Inc,4
34517666,"Lee, Odom and Daniel",4
26796789,"Walter, Cunningham and Walton",3
07044557,Cochran-Castillo,5
49894745,Hampton Group,1
12050192,"Morgan, Chapman and Clark",3
45954788,Yang-Jenkins,1
68410124,Holloway-Everett,2
82339937,Garcia-Peters,5
81137855,"Lester, Lowery and Swanson",1
46272621,Flores-Watkins,3
46623591,Young-Goodman,3
44503260,Crawford Ltd,1
76442667,"Chavez, Smith and Mercer",3
40826691,Huff Inc,3
80988038,Hayes and Sons,4
68351502,"Mclaughlin, Flores and Gutierrez",4
54814004,King and Sons,3
24795814,Brown Group,2
90827433,"Rice, Burns and Richards",1
87197440,Baird Ltd,2
36197682,Harrison-Jones,5
53013996,Dennis PLC,4
38651083,Jensen-Lucas,4
94792041,Stewart PLC,2
47295780,Nguyen Ltd,1
30105324,Nelson and Sons,4
24070232,Berry-Ray,5
09580510,Gibson-Porter,5
01166927,"Moore, Rios and Palmer",1
93935623,"Pierce, Moore and Marks",2
75339531,"Garcia, Ramirez and Kelley",1
10810460,"Dawson, Williams and Maynard",2
74632626,"Howard, Vang and Brown",4
86552899,"Silva, Johnson and Ross",1
59615194,Harmon Inc,4
17047975,Fuller Inc,4
36434015,Sparks Ltd,2
58646762,"Baker, Hayes and Vazquez",5
23466043,"Rivera, Palmer and Garza",2
06151218,Marshall Group,4
54150843,Stone Inc,4
27132432,"Horn, Powers and Torres",2
70106626,Barrett-Jackson,4
57376899,Davis-Smith,2
92765436,"Robinson, Edwards and Serrano",4
97488002,Cruz Group,4
30144507,"Martinez, Anderson and Smith",4
48673754,"Calderon, Cunningham and Garcia",5
35761099,"Sanchez, Smith and Boone",4
57589763,"Collins, Holloway and Turner",2
01586008,"Rivera, Herrera and Page",3
84135452,"Andrews, Kelly and Fischer",2
97661597,"Reese, Petersen and Watts",5
41306246,Combs PLC,1
12305421,"Johnson, Hall and Morris",2
96874219,"Collins, Mcgee and Ross",4
32060713,"Edwards, Sanchez and Fuentes",1
24271844,Dixon-Moore,1
25263770,"Chase, Kirk and Hunter",5
14227783,Ortiz Group,5
97261421,"Hall, Carter and Dixon",2
70696325,"Dillon, Anderson and Olsen",3
47895546,Fowler-Hernandez,5
65820186,"Howe, Hayes and Reynolds",3
14093999,Martinez-Elliott,5
29794003,Thomas LLC,3
30928824,"Martin, Crosby and Luna",4
84364050,Pearson-Diaz,3
24638036,"Brooks, Perez and Sosa",1
89028124,Collins and Sons,4
12033416,"Li, Mcpherson and Russell",1
38915659,Sanchez Inc,1
23974111,Reed-Newton,4
45857058,Wise-Reid,1
12800711,Miller LLC,2
71743431,Wilson PLC,3
31205375,Peters Inc,3
80036326,"Santana, Carpenter and Hall",4
72530689,Cannon LLC,1
22116178,Williams Ltd,1
13960285,Sutton-Montgomery,2
10726297,Wallace-Torres,1
26172026,Nguyen-Johnson,3
34709221,"Morgan, Chang and Green",4
19444253,Garcia Inc,5
52167317,Byrd Ltd,3
65526521,"Perez, Chavez and Peterson",1
24191913,"Li, Rodriguez and Perkins",2
11090465,Fox Group,3
18643152,"Reeves, Barnes and Serrano",2
61513396,Macias-Hernandez,2
01459418,Tran LLC,4
67377152,Marsh Inc,1
84905758,"Park, Hunter and Smith",1
65532126,Young-Gibson,4
41469859,Gilbert-Wolfe,3
45295263,Gonzalez LLC,3
98571734,Walker Inc,3
39446831,"Haas, Coleman and Simpson",3
03317907,Smith LLC,1
43545650,Jones LLC,2
90865565,Wilkins Group,2
62281737,Chapman Inc,3
70587371,Harris-Fields,4
71340364,"Short, Payne and Hernandez",2
14588785,Kelly LLC,4
67307876,"Bradford, Powers and Harrison",5
31817660,Benson-Martin,3
39924285,Ball-Greene,5
15180292,Brown-Johnson,3
39428387,Black-Snyder,4
17198622,Merritt Group,1
44492786,"Bryant, Mueller and Kelly",1
62461856,Coleman-Brown,5
85801080,Bryant Group,5
99247669,"Collins, Casey and Lawson",4
20799366,Perez-Doyle,5
25707335,Cantrell-Banks,3
75734763,Martinez Ltd,1
75772116,Williams and Sons,3
09869653,Ryan Ltd,4
10639283,Walker-Anderson,2
69156076,"Hill, Hines and Acosta",2
37683405,"Garcia, Knight and Miller",1
45861888,"Patel, West and Clarke",4
16896994,"Rice, Jones and Beasley",5
39832498,Allen-Evans,2
09615571,"Jordan, Montgomery and Obrien",2
86581899,"Miller, Vaughan and Rowe",1
05594047,Moore and Sons,1
76324680,"Roberts, Buck and Lyons",1
03448052,Fowler-George,5
53866615,"Brown, Bray and Villa",2
96717448,Anderson PLC,2
35199670,Brandt-Williams,4
38504280,Roberts-Woods,1
03261538,"Walker, Young and Roberts",3
46833754,"Wilson, Henry and Hall",2
43901784,Romero Ltd,2
51936686,Alexander-Martin,4
17530804,"Beltran, Giles and Smith",3
93558167,Coleman-Koch,3
89683491,"Wells, Price and Rodriguez",4
10008904,Leon-Brown,2
92080362,Thomas-Hicks,4
90532535,Perez-Walker,5
01594515,Miller-Williams,4
02446806,"Jones, Medina and Gomez",1
21542855,Ortiz and Sons,1
65186176,"Mcintosh, Powell and Austin",3
37808860,"Gallegos, Maldonado and Ellis",2
56672398,"Gray, French and Hall",4
43176502,"Chavez, Porter and Reilly",2
71635248,Mitchell-Hoover,1
35043065,Knight-Miller,4
49489361,Parker Inc,2
30148147,Gardner PLC,1
15836359,Adams-Webb,3
61091108,"Roberts, Watkins and Gomez",4
88025551,"Sullivan, Hanson and Moore",2
23545922,"Smith, Collins and Shelton",3
65077047,Sanchez Inc,5
86462198,"Mitchell, Wilcox and Walker",1
27467121,Smith-Robinson,1
25661552,Adams and Sons,5
80315919,Ayala LLC,1
07832888,Weber LLC,4
59492061,Hinton-Quinn,4
37945565,Hampton-Chapman,1
17018692,Spence-Case,1
36356225,"Higgins, Carrillo and Lindsey",4
75536602,Taylor Inc,4
89222669,"Keith, Golden and Williamson",3
79083324,"Powell, Patrick and Holmes",1
58679968,Martin-Drake,3
50545421,Rowe LLC,3
21173868,Atkinson-West,5
44705756,Carroll-Young,3
55893503,Calderon PLC,1
41623664,Diaz PLC,3
88919560,"Guerrero, Martin and Huffman",5
44670580,"Mendoza, Anderson and Garrett",5
11217442,Sherman PLC,4
04153689,Liu Inc,2
59482819,Hayes-Hanson,3
82044664,Kirby Ltd,1
77653758,"Houston, West and Duffy",4
83815270,Chavez-Ellis,5
80334422,"Patterson, Olson and Salazar",5
15102324,Hess-Smith,2
32102277,Perez-Sims,1
34386194,Carter and Sons,1
88749839,Lewis-Kane,5
23850729,Clark-Washington,2
41350614,"Howard, Campos and West",3
12577255,Sutton-Morgan,2
