ID,MEDIDA,UNIDAD_MEDIDA,ESPECIFICACION_EMPACADO,UNIDAD_ESPECIFICACION_EMPACADO
8104,959,gr,10685,volumenCm3
8105,588,ml,68014,volumenCm3
8106,983,ml,390557,volumenCm3
8107,830,ml,521602,volumenCm3
8108,481,ml,346872,pesoGR
8109,866,gr,941264,volumenCm3
8110,8,ml,567303,volumenCm3
8111,33,ml,926925,pesoGR
8112,426,gr,784694,pesoGR
8113,541,ml,868546,volumenCm3
8114,40,gr,151618,volumenCm3
8115,345,ml,740001,pesoGR
8116,436,gr,853760,pesoGR
8117,463,ml,930851,volumenCm3
8118,642,gr,809403,pesoGR
8119,6,gr,833420,pesoGR
8120,967,gr,430817,volumenCm3
8121,38,gr,755237,volumenCm3
8122,499,gr,451341,pesoGR
8123,684,ml,716520,pesoGR
8124,869,ml,948348,volumenCm3
8125,745,ml,630076,pesoGR
8126,886,gr,815773,volumenCm3
8127,473,ml,226584,pesoGR
8128,29,gr,559129,pesoGR
8129,956,ml,342707,volumenCm3
8130,785,gr,414359,volumenCm3
8131,878,gr,608992,volumenCm3
8132,420,gr,204150,volumenCm3
8133,492,ml,87261,pesoGR
8134,421,ml,505252,volumenCm3
8135,317,ml,948931,volumenCm3
8136,380,ml,118484,volumenCm3
8137,204,ml,372089,pesoGR
8138,465,gr,506888,volumenCm3
8139,30,ml,425811,pesoGR
8140,493,ml,399598,pesoGR
8141,406,ml,978405,pesoGR
8142,608,ml,807722,volumenCm3
8143,886,gr,165030,volumenCm3
8144,706,gr,765280,volumenCm3
8145,455,ml,309211,pesoGR
8146,226,gr,530160,volumenCm3
8147,92,ml,522149,pesoGR
8148,784,ml,141145,pesoGR
8149,774,ml,425353,pesoGR
8150,508,gr,994890,pesoGR
8151,223,ml,888647,volumenCm3
8152,42,ml,642782,volumenCm3
8153,160,gr,160606,pesoGR
8154,120,ml,136829,volumenCm3
8155,295,gr,742754,volumenCm3
8156,218,ml,881030,pesoGR
8157,491,ml,498540,pesoGR
8158,469,ml,214120,volumenCm3
8159,688,ml,637616,volumenCm3
8160,290,gr,81609,volumenCm3
8161,989,ml,179617,pesoGR
8162,916,ml,941714,volumenCm3
8163,728,ml,927914,volumenCm3
8164,211,gr,873888,volumenCm3
8165,600,gr,69771,pesoGR
8166,488,ml,339058,volumenCm3
8167,236,gr,482653,volumenCm3
8168,888,gr,897211,pesoGR
8169,637,gr,192237,volumenCm3
8170,136,ml,293983,pesoGR
8171,218,gr,419629,volumenCm3
8172,295,ml,375109,pesoGR
8173,748,gr,483694,volumenCm3
8174,330,gr,71660,volumenCm3
8175,471,gr,877070,volumenCm3
8176,70,ml,211612,volumenCm3
8177,105,gr,665145,pesoGR
8178,115,ml,197951,pesoGR
8179,831,gr,752430,volumenCm3
8180,371,ml,65349,volumenCm3
8181,267,ml,261124,volumenCm3
8182,779,gr,309855,pesoGR
8183,289,ml,255415,volumenCm3
8184,656,gr,249065,pesoGR
8185,41,ml,723952,pesoGR
8186,504,ml,352906,volumenCm3
8187,390,ml,570188,pesoGR
8188,722,ml,88865,volumenCm3
8189,746,ml,201254,pesoGR
8190,742,gr,511351,pesoGR
8191,717,gr,894030,volumenCm3
8192,144,gr,595124,pesoGR
8193,715,ml,870266,pesoGR
8194,828,ml,838979,volumenCm3
8195,331,ml,693522,pesoGR
8196,912,gr,53507,pesoGR
8197,582,gr,459746,pesoGR
8198,417,gr,838122,volumenCm3
8199,629,ml,438409,pesoGR
8200,351,ml,865214,volumenCm3
8201,430,gr,885750,volumenCm3
8202,244,ml,525928,pesoGR
8203,189,gr,313702,pesoGR
8204,396,gr,944919,volumenCm3
8205,827,ml,657951,pesoGR
8206,183,gr,980702,pesoGR
8207,943,gr,812672,pesoGR
8208,355,ml,845677,pesoGR
8209,810,ml,752982,pesoGR
8210,52,ml,370293,volumenCm3
8211,946,ml,816682,volumenCm3
8212,552,gr,99756,pesoGR
8213,535,gr,932017,pesoGR
8214,908,ml,134630,volumenCm3
8215,409,ml,134670,pesoGR
8216,330,ml,580080,volumenCm3
8217,538,gr,248184,pesoGR
8218,340,gr,410101,pesoGR
8219,93,ml,795285,volumenCm3
8220,905,gr,646215,volumenCm3
8221,70,gr,919274,pesoGR
8222,659,gr,902870,volumenCm3
8223,651,ml,670844,pesoGR
8224,263,ml,602911,volumenCm3
8225,152,ml,641106,pesoGR
8226,670,gr,952483,volumenCm3
8227,681,ml,798030,pesoGR
8228,892,gr,442406,volumenCm3
8229,416,gr,856524,volumenCm3
8230,202,gr,165450,pesoGR
8231,960,gr,323949,volumenCm3
8232,354,gr,809967,volumenCm3
8233,712,ml,828937,volumenCm3
8234,364,gr,337998,pesoGR
8235,581,ml,645536,pesoGR
8236,816,gr,696902,pesoGR
8237,310,gr,649751,volumenCm3
8238,13,ml,272376,volumenCm3
8239,84,gr,113835,volumenCm3
8240,375,ml,875705,volumenCm3
8241,743,gr,781045,volumenCm3
8242,505,gr,660496,volumenCm3
8243,481,gr,104456,pesoGR
8244,437,ml,915694,pesoGR
8245,275,gr,989661,volumenCm3
8246,280,ml,39909,pesoGR
8247,560,gr,749683,pesoGR
8248,488,ml,458366,pesoGR
8249,194,ml,195433,volumenCm3
8250,385,gr,502838,volumenCm3
8251,80,gr,975203,volumenCm3
8252,584,gr,448735,volumenCm3
8253,215,ml,272722,volumenCm3
8254,676,gr,823425,volumenCm3
8255,740,ml,897045,pesoGR
8256,48,ml,895683,volumenCm3
8257,851,gr,526855,volumenCm3
8258,616,ml,545447,pesoGR
8259,937,ml,830802,volumenCm3
8260,2,ml,920442,pesoGR
8261,98,ml,759462,volumenCm3
8262,714,ml,49905,volumenCm3
8263,665,ml,665516,pesoGR
8264,171,ml,135331,pesoGR
8265,427,gr,125152,pesoGR
8266,503,ml,334316,pesoGR
8267,537,gr,855235,pesoGR
8268,442,ml,26560,volumenCm3
8269,471,ml,577894,volumenCm3
8270,737,gr,387884,volumenCm3
8271,485,ml,610121,volumenCm3
8272,616,gr,100645,pesoGR
8273,710,ml,642475,volumenCm3
8274,361,ml,249953,pesoGR
8275,820,gr,378692,volumenCm3
8276,656,ml,611119,pesoGR
8277,529,ml,960633,volumenCm3
8278,355,gr,928621,pesoGR
8279,68,gr,193676,volumenCm3
8280,81,gr,450248,pesoGR
8281,837,ml,184078,pesoGR
8282,344,gr,662233,pesoGR
8283,63,gr,822084,volumenCm3
8284,298,ml,62646,volumenCm3
8285,545,gr,209756,pesoGR
8286,635,ml,559434,volumenCm3
8287,576,ml,191842,pesoGR
8288,305,ml,255606,pesoGR
8289,963,gr,516493,volumenCm3
8290,215,ml,498490,pesoGR
8291,82,ml,118296,volumenCm3
8292,517,ml,258994,volumenCm3
8293,637,gr,239120,volumenCm3
8294,529,gr,546833,pesoGR
8295,771,gr,861797,volumenCm3
8296,602,ml,563417,pesoGR
8297,53,ml,836518,volumenCm3
8298,147,gr,174189,pesoGR
8299,622,ml,738633,volumenCm3
8300,635,ml,96011,volumenCm3
8301,677,gr,376878,pesoGR
8302,369,gr,354444,volumenCm3
8303,3,ml,130090,volumenCm3
8304,840,ml,759247,volumenCm3
8305,517,ml,408994,volumenCm3
8306,707,gr,921878,volumenCm3
8307,449,ml,721197,pesoGR
8308,699,gr,902855,volumenCm3
8309,1000,ml,154689,pesoGR
8310,89,gr,555110,volumenCm3
8311,569,ml,664747,pesoGR
8312,205,gr,696442,volumenCm3
8313,921,gr,807123,volumenCm3
8314,902,gr,63894,pesoGR
8315,548,ml,901683,volumenCm3
8316,837,gr,115042,pesoGR
8317,275,ml,425136,volumenCm3
8318,916,gr,622972,pesoGR
8319,412,ml,305302,volumenCm3
8320,740,gr,312299,pesoGR
8321,122,ml,769469,pesoGR
8322,139,ml,477499,pesoGR
8323,831,ml,931914,volumenCm3
8324,887,ml,941471,volumenCm3
8325,411,ml,325839,volumenCm3
8326,381,ml,4105,pesoGR
8327,173,ml,461538,pesoGR
8328,277,gr,435482,pesoGR
8329,960,gr,449029,pesoGR
8330,129,gr,348372,pesoGR
8331,379,ml,228449,pesoGR
8332,378,gr,562157,pesoGR
8333,20,gr,353190,volumenCm3
8334,278,gr,116597,pesoGR
8335,940,ml,672267,volumenCm3
8336,142,gr,243235,volumenCm3
8337,699,gr,442479,volumenCm3
8338,473,gr,737883,pesoGR
8339,23,gr,997872,volumenCm3
8340,71,ml,183783,volumenCm3
8341,382,gr,569201,pesoGR
8342,643,gr,196078,pesoGR
8343,412,ml,288263,pesoGR
8344,779,gr,70921,pesoGR
8345,149,ml,471219,pesoGR
8346,902,ml,329899,pesoGR
8347,779,ml,816359,pesoGR
8348,1,gr,808189,pesoGR
8349,135,ml,911863,volumenCm3
8350,413,ml,3000,pesoGR
8351,753,ml,129721,pesoGR
8352,80,gr,347528,pesoGR
8353,733,gr,88143,volumenCm3
8354,118,gr,133200,pesoGR
8355,395,ml,539505,volumenCm3
8356,89,gr,579101,pesoGR
8357,709,gr,229063,pesoGR
8358,265,ml,503840,volumenCm3
8359,952,ml,973145,volumenCm3
8360,565,gr,21666,volumenCm3
8361,179,ml,803137,pesoGR
8362,614,gr,989515,pesoGR
8363,460,ml,969135,volumenCm3
8364,260,gr,218155,volumenCm3
8365,247,gr,578352,pesoGR
8366,469,gr,241480,pesoGR
8367,816,ml,772168,volumenCm3
8368,732,gr,620924,volumenCm3
8369,617,ml,33262,pesoGR
8370,408,gr,282607,pesoGR
8371,562,ml,661130,volumenCm3
8372,143,ml,636145,volumenCm3
8373,195,ml,50600,pesoGR
8374,524,gr,462866,pesoGR
8375,512,gr,923737,pesoGR
8376,834,ml,174418,pesoGR
8377,256,gr,316155,volumenCm3
8378,242,ml,798423,pesoGR
8379,684,gr,554846,volumenCm3
8380,663,ml,463121,volumenCm3
8381,89,gr,914275,pesoGR
8382,985,gr,642026,pesoGR
8383,367,gr,89051,volumenCm3
8384,282,ml,396700,pesoGR
8385,143,gr,559013,pesoGR
8386,586,gr,443133,pesoGR
8387,645,gr,612564,pesoGR
8388,715,gr,414940,pesoGR
8389,212,gr,192204,pesoGR
8390,30,gr,749694,pesoGR
8391,590,ml,873288,pesoGR
8392,293,gr,913179,volumenCm3
8393,967,ml,153317,pesoGR
8394,257,gr,432707,volumenCm3
8395,886,ml,755518,volumenCm3
8396,434,ml,968878,pesoGR
8397,801,ml,650465,volumenCm3
8398,63,gr,732011,pesoGR
8399,547,gr,357530,volumenCm3
8400,578,ml,989974,volumenCm3
8401,850,ml,113806,pesoGR
8402,228,ml,34165,pesoGR
8403,207,ml,332180,volumenCm3
8404,894,gr,963993,pesoGR
8405,915,ml,850847,pesoGR
8406,916,ml,348496,pesoGR
8407,756,ml,13478,volumenCm3
8408,971,ml,16950,pesoGR
8409,287,ml,48827,pesoGR
8410,152,gr,417611,pesoGR
8411,439,ml,844085,pesoGR
8412,735,gr,543705,pesoGR
8413,854,ml,40292,pesoGR
8414,431,ml,643818,pesoGR
8415,179,ml,79489,volumenCm3
8416,531,gr,298630,pesoGR
8417,374,ml,409075,volumenCm3
8418,822,ml,153844,volumenCm3
8419,438,gr,926693,pesoGR
8420,278,gr,431696,pesoGR
8421,292,gr,287176,pesoGR
8422,800,ml,915289,volumenCm3
8423,326,ml,621072,pesoGR
8424,260,gr,732753,volumenCm3
8425,907,ml,430574,pesoGR
8426,545,gr,635473,volumenCm3
8427,456,gr,417277,pesoGR
8428,546,gr,488994,pesoGR
8429,888,gr,838122,pesoGR
8430,269,ml,8903,pesoGR
8431,520,gr,284132,pesoGR
8432,321,ml,344852,pesoGR
8433,285,gr,464772,volumenCm3
8434,533,ml,52675,volumenCm3
8435,376,gr,336787,volumenCm3
8436,131,gr,834560,pesoGR
8437,361,gr,850602,pesoGR
8438,332,ml,71355,pesoGR
8439,176,gr,76348,pesoGR
8440,875,gr,783553,volumenCm3
8441,715,ml,857266,volumenCm3
8442,509,ml,244522,volumenCm3
8443,98,gr,403701,volumenCm3
8444,557,ml,810745,pesoGR
8445,458,ml,119441,volumenCm3
8446,262,ml,822790,volumenCm3
8447,145,gr,421874,volumenCm3
8448,625,ml,473212,pesoGR
8449,59,ml,68789,volumenCm3
8450,762,ml,499105,pesoGR
8451,75,ml,415075,volumenCm3
8452,33,gr,823317,pesoGR
8453,493,ml,772983,pesoGR
8454,129,ml,678592,volumenCm3
8455,625,ml,444131,volumenCm3
8456,378,ml,993770,pesoGR
8457,369,gr,783746,pesoGR
8458,826,ml,899963,volumenCm3
8459,165,ml,431278,pesoGR
8460,117,gr,29007,volumenCm3
8461,858,ml,359330,volumenCm3
8462,190,gr,497953,volumenCm3
8463,981,gr,191367,volumenCm3
8464,167,ml,315538,pesoGR
8465,686,ml,437493,volumenCm3
8466,593,gr,433211,pesoGR
8467,504,ml,389982,pesoGR
8468,979,gr,449614,pesoGR
8469,332,gr,559806,volumenCm3
8470,889,ml,437198,volumenCm3
8471,754,ml,604381,pesoGR
8472,901,gr,285951,volumenCm3
8473,149,ml,895881,volumenCm3
8474,547,gr,817629,volumenCm3
8475,720,gr,722088,volumenCm3
8476,655,ml,666761,volumenCm3
8477,819,ml,647984,pesoGR
8478,958,gr,569613,pesoGR
8479,775,gr,26315,volumenCm3
8480,499,gr,233607,volumenCm3
8481,364,gr,78570,pesoGR
8482,292,gr,665953,pesoGR
8483,387,gr,72246,volumenCm3
8484,666,ml,515026,volumenCm3
8485,759,gr,292551,pesoGR
8486,452,ml,68650,pesoGR
8487,393,ml,470027,pesoGR
8488,919,gr,746726,pesoGR
8489,258,ml,310382,pesoGR
8490,37,gr,328466,volumenCm3
8491,232,ml,893349,pesoGR
8492,655,ml,873831,pesoGR
8493,768,ml,540657,volumenCm3
8494,691,ml,15357,volumenCm3
8495,303,gr,490667,volumenCm3
8496,171,gr,170527,volumenCm3
8497,122,gr,702290,volumenCm3
8498,972,gr,817819,volumenCm3
8499,751,gr,742813,pesoGR
8500,605,gr,558575,volumenCm3
8501,596,gr,494214,pesoGR
8502,186,gr,846136,volumenCm3
8503,806,gr,753504,volumenCm3
8504,673,gr,264422,volumenCm3
8505,827,ml,802314,volumenCm3
8506,488,ml,118101,volumenCm3
8507,627,ml,451721,pesoGR
8508,69,gr,149522,pesoGR
8509,434,ml,366508,pesoGR
8510,230,gr,484763,volumenCm3
8511,498,ml,902548,pesoGR
8512,326,ml,410698,volumenCm3
8513,438,ml,211266,pesoGR
8514,881,gr,255515,volumenCm3
8515,520,ml,610281,volumenCm3
8516,81,gr,959421,volumenCm3
8517,785,gr,207564,pesoGR
8518,586,ml,219549,pesoGR
8519,92,gr,869843,volumenCm3
8520,165,ml,12304,pesoGR
8521,910,ml,748957,volumenCm3
8522,670,gr,620685,volumenCm3
8523,930,ml,729638,pesoGR
8524,220,gr,533229,pesoGR
8525,601,gr,849481,volumenCm3
8526,380,gr,828397,pesoGR
8527,271,ml,834090,volumenCm3
8528,379,ml,594854,volumenCm3
8529,966,ml,26598,volumenCm3
8530,563,ml,905858,volumenCm3
8531,590,gr,343986,volumenCm3
8532,476,gr,631687,pesoGR
8533,70,ml,523164,pesoGR
8534,347,ml,773331,volumenCm3
8535,903,ml,968987,pesoGR
8536,301,gr,809337,pesoGR
8537,565,gr,321605,volumenCm3
8538,120,gr,907477,pesoGR
8539,1,ml,294067,volumenCm3
8540,372,ml,140501,volumenCm3
8541,995,gr,124563,volumenCm3
8542,916,gr,41049,pesoGR
8543,186,gr,420435,volumenCm3
8544,145,gr,267596,pesoGR
8545,24,ml,953258,pesoGR
8546,721,ml,334573,pesoGR
8547,81,ml,62404,volumenCm3
8548,97,gr,129054,volumenCm3
8549,487,ml,725167,volumenCm3
8550,947,ml,237828,pesoGR
8551,34,gr,712066,pesoGR
8552,391,ml,766788,pesoGR
8553,974,gr,124155,volumenCm3
8554,567,gr,384196,pesoGR
8555,250,gr,371680,pesoGR
8556,729,gr,104530,volumenCm3
8557,467,ml,10090,volumenCm3
8558,387,gr,468682,pesoGR
8559,211,ml,43701,volumenCm3
8560,589,ml,461961,pesoGR
8561,246,ml,396987,pesoGR
8562,101,gr,694337,pesoGR
8563,103,gr,244160,volumenCm3
8564,15,ml,479086,volumenCm3
8565,896,gr,541876,pesoGR
8566,409,gr,861997,volumenCm3
8567,595,gr,612529,volumenCm3
8568,894,ml,120017,pesoGR
8569,176,ml,123185,volumenCm3
8570,382,ml,12374,volumenCm3
8571,223,ml,147330,volumenCm3
8572,631,ml,905863,pesoGR
8573,964,ml,31904,volumenCm3
8574,442,gr,181357,volumenCm3
8575,620,gr,890950,pesoGR
8576,317,ml,812960,volumenCm3
8577,832,gr,894332,volumenCm3
8578,713,gr,18183,pesoGR
8579,383,gr,776718,pesoGR
8580,790,gr,577446,pesoGR
8581,61,gr,817789,volumenCm3
8582,699,gr,894677,pesoGR
8583,75,ml,74641,pesoGR
8584,81,gr,554809,pesoGR
8585,967,gr,187026,volumenCm3
8586,716,ml,835062,volumenCm3
8587,230,ml,761035,pesoGR
8588,185,gr,144322,volumenCm3
8589,779,ml,957515,volumenCm3
8590,258,ml,188792,volumenCm3
8591,246,gr,731177,pesoGR
8592,854,ml,94874,volumenCm3
8593,182,gr,131322,pesoGR
8594,769,gr,680776,pesoGR
8595,368,ml,158596,pesoGR
8596,593,gr,872009,volumenCm3
8597,75,gr,603404,volumenCm3
8598,119,gr,380199,pesoGR
8599,728,gr,622659,pesoGR
8600,182,ml,233150,volumenCm3
8601,918,ml,286000,pesoGR
8602,335,ml,185928,volumenCm3
8603,175,gr,914021,volumenCm3
8604,849,ml,707569,volumenCm3
8605,53,ml,467872,pesoGR
8606,894,ml,449061,volumenCm3
8607,926,ml,250904,pesoGR
8608,418,gr,576221,volumenCm3
8609,687,gr,52586,volumenCm3
8610,374,gr,137426,pesoGR
8611,921,gr,196676,pesoGR
8612,290,ml,397763,volumenCm3
8613,804,gr,485593,pesoGR
8614,28,ml,930564,volumenCm3
8615,760,gr,963744,pesoGR
8616,359,ml,497125,pesoGR
8617,232,gr,969039,pesoGR
8618,714,gr,589837,volumenCm3
8619,832,ml,773763,pesoGR
8620,987,ml,290213,pesoGR
8621,927,ml,10617,pesoGR
8622,581,ml,342560,pesoGR
8623,580,gr,263413,volumenCm3
8624,694,ml,576228,volumenCm3
8625,937,gr,196876,pesoGR
8626,364,gr,577924,pesoGR
8627,7,ml,768519,volumenCm3
8628,668,ml,16081,pesoGR
8629,970,ml,569002,volumenCm3
8630,160,gr,401028,pesoGR
8631,521,ml,124906,volumenCm3
8632,250,ml,475439,volumenCm3
8633,259,ml,139781,volumenCm3
8634,498,gr,995638,volumenCm3
8635,851,gr,403147,pesoGR
8636,626,ml,147577,volumenCm3
8637,296,gr,683429,pesoGR
8638,807,ml,229245,volumenCm3
8639,937,gr,49467,volumenCm3
8640,24,ml,869915,volumenCm3
8641,71,gr,679311,pesoGR
8642,242,ml,276988,volumenCm3
8643,728,ml,187172,volumenCm3
8644,250,ml,259051,pesoGR
8645,699,gr,360315,volumenCm3
8646,241,gr,644130,pesoGR
8647,82,gr,321331,volumenCm3
8648,645,gr,968857,volumenCm3
8649,903,gr,675083,volumenCm3
8650,710,gr,959492,pesoGR
8651,721,gr,113282,volumenCm3
8652,911,ml,141935,volumenCm3
8653,549,ml,3637,pesoGR
8654,956,ml,826269,pesoGR
8655,643,gr,453208,volumenCm3
8656,806,ml,19361,pesoGR
8657,663,ml,248938,volumenCm3
8658,664,gr,147722,volumenCm3
8659,638,gr,534370,volumenCm3
8660,532,ml,880263,volumenCm3
8661,854,gr,958191,pesoGR
8662,490,ml,850140,volumenCm3
8663,686,ml,89251,volumenCm3
8664,528,gr,702950,pesoGR
8665,891,ml,957252,volumenCm3
8666,721,gr,720073,volumenCm3
8667,658,gr,421210,pesoGR
8668,368,gr,84876,volumenCm3
8669,714,ml,537134,pesoGR
8670,360,gr,996364,volumenCm3
8671,209,ml,639878,pesoGR
8672,366,gr,893450,pesoGR
8673,834,ml,422417,volumenCm3
8674,735,ml,634070,pesoGR
8675,484,ml,620652,pesoGR
8676,480,ml,229242,pesoGR
8677,723,ml,886193,volumenCm3
8678,470,ml,499531,volumenCm3
8679,487,gr,898470,volumenCm3
8680,775,ml,939544,volumenCm3
8681,501,gr,99831,volumenCm3
8682,358,gr,693354,pesoGR
8683,634,gr,375835,volumenCm3
8684,921,gr,284475,pesoGR
8685,195,gr,699428,volumenCm3
8686,194,ml,761461,volumenCm3
8687,422,ml,757493,pesoGR
8688,115,gr,823972,pesoGR
8689,16,ml,807732,volumenCm3
8690,638,gr,935039,volumenCm3
8691,520,ml,844301,volumenCm3
8692,509,gr,506692,volumenCm3
8693,894,ml,29306,pesoGR
8694,856,ml,391790,pesoGR
8695,878,gr,309079,pesoGR
8696,195,gr,319903,pesoGR
8697,676,ml,44669,pesoGR
8698,897,gr,459574,volumenCm3
8699,170,gr,570352,pesoGR
8700,976,gr,163086,volumenCm3
8701,266,gr,371790,volumenCm3
8702,101,gr,573347,volumenCm3
8703,88,ml,547571,pesoGR
8704,733,ml,523578,pesoGR
8705,755,gr,576921,volumenCm3
8706,822,gr,432237,volumenCm3
8707,732,gr,779454,volumenCm3
8708,196,gr,365292,pesoGR
8709,959,ml,148510,volumenCm3
8710,497,gr,658816,volumenCm3
8711,842,ml,533460,volumenCm3
8712,714,gr,109788,pesoGR
8713,404,gr,230947,pesoGR
8714,868,gr,561247,volumenCm3
8715,534,gr,403240,pesoGR
8716,352,ml,887833,pesoGR
8717,231,ml,477524,volumenCm3
8718,264,gr,898686,volumenCm3
8719,73,ml,268274,volumenCm3
8720,79,ml,791521,volumenCm3
8721,845,ml,377677,volumenCm3
8722,877,gr,660021,pesoGR
8723,182,ml,673427,pesoGR
8724,480,ml,540911,pesoGR
8725,8,gr,249030,pesoGR
8726,343,gr,121827,volumenCm3
8727,303,gr,749267,volumenCm3
8728,264,gr,908302,volumenCm3
8729,501,ml,617761,pesoGR
8730,101,gr,650087,pesoGR
8731,350,gr,798993,pesoGR
8732,128,ml,76252,pesoGR
8733,103,ml,115163,volumenCm3
8734,473,ml,275230,volumenCm3
8735,890,gr,211045,volumenCm3
8736,454,gr,983402,pesoGR
8737,357,gr,762382,volumenCm3
8738,760,gr,194032,volumenCm3
8739,602,gr,894486,volumenCm3
8740,697,gr,357919,volumenCm3
8741,830,gr,476772,volumenCm3
8742,465,gr,206028,pesoGR
8743,274,gr,390940,volumenCm3
8744,130,gr,725697,pesoGR
8745,11,gr,575166,pesoGR
8746,318,gr,908934,volumenCm3
8747,679,gr,419425,volumenCm3
8748,348,ml,138955,volumenCm3
8749,390,gr,755587,volumenCm3
8750,978,gr,793846,pesoGR
8751,859,gr,261060,pesoGR
8752,139,gr,781256,volumenCm3
8753,893,ml,231888,pesoGR
8754,896,ml,218680,pesoGR
8755,754,gr,104305,pesoGR
8756,457,ml,64489,pesoGR
8757,527,ml,46002,pesoGR
8758,75,gr,489116,volumenCm3
8759,361,ml,116875,pesoGR
8760,476,ml,486714,pesoGR
8761,192,ml,35275,pesoGR
8762,664,ml,3123,pesoGR
8763,627,gr,361475,pesoGR
8764,279,gr,75148,volumenCm3
8765,669,gr,787861,volumenCm3
8766,933,ml,900967,volumenCm3
8767,259,ml,51385,pesoGR
8768,65,ml,279323,volumenCm3
8769,914,gr,172638,pesoGR
8770,146,ml,608603,pesoGR
8771,609,gr,2934,pesoGR
8772,586,gr,857767,volumenCm3
8773,414,gr,591959,volumenCm3
8774,785,ml,449701,pesoGR
8775,263,gr,316603,volumenCm3
8776,845,gr,985819,pesoGR
8777,912,gr,708960,pesoGR
8778,891,gr,376140,volumenCm3
8779,941,ml,876864,volumenCm3
8780,776,gr,580255,volumenCm3
8781,961,gr,445261,volumenCm3
8782,209,gr,476542,volumenCm3
8783,159,ml,250754,pesoGR
8784,170,ml,461000,volumenCm3
8785,370,ml,661760,volumenCm3
8786,226,ml,168797,pesoGR
8787,632,gr,447742,volumenCm3
8788,619,gr,848016,volumenCm3
8789,997,gr,49468,volumenCm3
8790,573,ml,687018,volumenCm3
8791,716,gr,879427,pesoGR
8792,294,gr,883590,pesoGR
8793,896,gr,879405,pesoGR
8794,10,gr,279873,pesoGR
8795,112,ml,491516,pesoGR
8796,228,gr,800554,pesoGR
8797,378,ml,792674,volumenCm3
8798,602,gr,856539,pesoGR
8799,172,gr,212078,pesoGR
8800,656,ml,327170,pesoGR
8801,630,gr,889976,volumenCm3
8802,737,ml,528100,volumenCm3
8803,413,gr,979155,volumenCm3
8804,409,ml,563571,volumenCm3
8805,791,ml,234444,volumenCm3
8806,13,gr,894910,pesoGR
8807,374,gr,160424,volumenCm3
8808,311,ml,886091,pesoGR
8809,732,ml,272593,volumenCm3
8810,795,gr,632190,volumenCm3
8811,490,gr,658930,pesoGR
8812,986,gr,218131,pesoGR
8813,270,gr,561636,volumenCm3
8814,482,ml,556016,volumenCm3
8815,441,gr,739054,pesoGR
8816,234,ml,343232,pesoGR
8817,536,ml,337199,pesoGR
8818,248,ml,487545,volumenCm3
8819,77,ml,92173,pesoGR
8820,703,ml,697609,volumenCm3
8821,548,gr,421305,pesoGR
8822,315,gr,612026,volumenCm3
8823,430,ml,659159,volumenCm3
8824,877,gr,224399,volumenCm3
8825,608,gr,797295,pesoGR
8826,176,gr,199428,pesoGR
8827,848,ml,867279,pesoGR
8828,386,gr,345765,pesoGR
8829,641,gr,419188,pesoGR
8830,91,gr,135101,pesoGR
8831,182,ml,474775,volumenCm3
8832,134,gr,213033,volumenCm3
8833,288,ml,881512,volumenCm3
8834,573,ml,192761,volumenCm3
8835,709,ml,955136,pesoGR
8836,90,ml,299854,volumenCm3
8837,801,gr,416897,volumenCm3
8838,703,gr,252856,pesoGR
8839,283,ml,887594,pesoGR
8840,691,gr,500797,pesoGR
8841,112,ml,276695,pesoGR
8842,497,ml,210023,volumenCm3
8843,373,gr,580825,pesoGR
8844,896,gr,571633,volumenCm3
8845,90,ml,213810,pesoGR
8846,48,ml,926093,pesoGR
8847,581,ml,777235,volumenCm3
8848,196,ml,59211,pesoGR
8849,992,gr,357245,volumenCm3
8850,281,ml,30884,pesoGR
8851,194,ml,995355,pesoGR
8852,580,gr,471358,pesoGR
8853,949,ml,567168,pesoGR
8854,311,gr,336154,pesoGR
8855,383,gr,666758,volumenCm3
8856,634,gr,600746,pesoGR
8857,842,gr,791953,pesoGR
8858,527,ml,842469,pesoGR
8859,207,ml,633676,volumenCm3
8860,777,ml,524717,pesoGR
8861,773,ml,876327,volumenCm3
8862,374,ml,178996,pesoGR
8863,47,ml,234376,pesoGR
8864,547,ml,232480,pesoGR
8865,265,gr,209302,pesoGR
8866,552,ml,579713,pesoGR
8867,37,gr,6181,pesoGR
8868,440,gr,57941,volumenCm3
8869,511,gr,31544,volumenCm3
8870,372,ml,101149,pesoGR
8871,614,ml,850719,pesoGR
